integrated_code	seed_label	AdjustedWPsize	Articles	WPincubatornew	WPsizeinchars	Realtotalratio	Avggoodpagelength	Population Size	Institutional	Stable	Endangered	Extinct	Digital Support	has_glottolog	has_bible	win11_os_supported	tatoeba_sentences	has_wals	is_macrolanguage	has_wiki
tde	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tdf	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tdg	-	0.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	2.0	1	0	0	0.0	0	0	0
tdh	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	2.0	1	0	0	0.0	1	0	0
tdi	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tdj	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	2.0	1	0	0	0.0	0	0	0
tdk	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tdl	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tdm	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tdn	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	1	0	0
tdo	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tdq	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tdr	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tds	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	1	0	0
tdt	-	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
tdv	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tdx	-	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
tdy	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tea	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	1.0	1	0	0	0.0	1	0	0
teb	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1	0	0	0.0	0	0	0
tec	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
ted	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
tee	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	2.0	1	0	0	0.0	1	0	0
tef	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
teg	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
teh	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	1	0	0
tei	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tek	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
tel	v	8.808959	5.183028	0.0	8.808959	0.7320670537676738	3.627391	7.0	1.0	0.0	0.0	0.0	3.0	1	1	1	2.502427119984433	1	0	1
tem	-	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0	2.0	1	0	0	0.0	1	0	0
ten	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
teo	-	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0	2.0	1	0	0	0.0	1	0	0
tep	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1	0	0	0.0	1	0	0
teq	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	1	0	0
ter	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	2.0	1	1	0	0.0	1	0	0
tes	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
tet	-	6.546128	3.278754	0.0	6.546128	0.6073684210526316	3.278765	5.0	0.0	1.0	0.0	0.0	3.0	1	1	0	2.0170333392987803	1	0	1
teu	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	1	0	0
tev	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tew	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	1	0	0
tex	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	2.0	1	0	0	0.0	1	0	0
tey	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tez	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
tfi	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
tfn	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	1	0	0
tfo	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tfr	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	1	0	0
tft	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	1	0	0
tga	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tgb	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
tgc	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	1	0	0
tgd	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tge	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tgf	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tgg	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tgh	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
tgi	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tgj	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
tgk	-	8.416121	5.186767	0.0	8.416121	0.6856888241301478	3.235892	7.0	1.0	0.0	0.0	0.0	3.0	1	1	0	1.8976270912904412	1	0	1
tgl	-	8.386156	5.263326	0.0	8.386156	0.2507566709749194	3.131918	7.0	1.0	0.0	0.0	0.0	3.0	1	1	0	4.885344255071964	1	0	1
tgn	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tgo	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	1	0	0
tgp	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
tgq	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tgr	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tgs	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
tgt	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
tgu	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
tgv	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tgw	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
tgx	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
tgy	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1	0	0	0.0	0	0	0
tgz	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1	0	0	0.0	0	0	0
tha	-	9.025191	5.598484	0.0	9.025191	0.4239665255091752	3.43018	7.0	1.0	0.0	0.0	0.0	0.0	1	1	1	3.834484285334805	1	0	1
thc	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
thd	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	1	0	0
the	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	2.0	1	0	0	0.0	0	0	0
thf	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	2.0	1	0	0	0.0	1	0	0
thh	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
thi	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0	0	0	0.0	0	0	0
thk	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	2.0	1	0	0	0.0	0	0	0
thl	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	2.0	1	0	0	0.0	0	0	0
thm	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
thn	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
thp	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	2.0	1	0	0	0.0	1	0	0
thq	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
thr	s	0.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
ths	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	1	0	0
tht	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
thu	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
thv	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	2.0	1	0	0	2.77232170672292	1	0	0
thw	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
thx	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
thy	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
thz	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	1	0	0
tia	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
tic	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tie	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tif	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	1	0	0
tig	-	6.314314	2.599883	1.0	6.314314	0.8065326633165829	3.717063	7.0	1.0	0.0	0.0	0.0	2.0	1	0	0	4.677479200261297	1	0	1
tih	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	1	0	0
tii	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tij	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tik	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	2.0	1	0	0	0.0	1	0	0
til	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1	0	0	0.0	1	0	0
tim	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
tin	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	1	0	0
tio	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	1	0	0
tip	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tiq	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tir	v	5.681641	2.901458	0.0	5.681641	0.260978670012547	2.826888	7.0	1.0	0.0	0.0	0.0	3.0	1	1	0	3.6028193424327	1	0	1
tis	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
tit	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tiu	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
tiv	-	0.0	0.0	1.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0	2.0	1	1	0	0.0	1	0	0
tiw	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	1	0	0
tix	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	1	0	0
tiy	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	2.0	1	0	0	0.0	1	0	0
tiz	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
tja	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
tjg	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tji	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
tjj	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tjl	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
tjm	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1	0	0	0.0	1	0	0
tjn	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1	0	0	0.0	0	0	0
tjo	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
tjp	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tjs	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tju	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1	0	0	0.0	0	0	0
tjw	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	0.0	0	0	0
tka	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tkb	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
tkd	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
tke	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	2.0	1	0	0	0.0	0	0	0
tkf	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1	0	0	0.0	0	0	0
tkg	s	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tkk	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tkl	-	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	2.0	1	1	0	1.0791812460476249	1	0	0
tkm	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1	0	0	0.0	1	0	0
tkn	-	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
tkp	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
tkq	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tkr	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	1	0	0
tks	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	1	0	0
tkt	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tku	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
tkv	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tkw	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	1	0	0
tkx	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tkz	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tla	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
tlb	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	1	0	0
tlc	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	1	0	0
tld	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	1	0	0
tle	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tlf	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	1	0	0
tlg	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
tlh	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	4.552059534187884	0	0	0
tli	-	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1	0	0	0.0	1	0	0
tlj	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	2.0	1	0	0	0.0	1	0	0
tlk	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tll	-	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	0.0	0.0	2.0	1	0	0	0.0	1	0	0
tlm	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
tln	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tlo	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	1	0	0
tlp	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
tlq	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
tlr	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
tls	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tlt	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tlu	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tlv	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tlw	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tlx	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
tly	-	6.186752	4.083682	0.0	6.186752	0.0912164948453608	2.49103	5.0	0.0	1.0	0.0	0.0	2.0	1	0	0	1.8195439355418688	1	0	1
tlz	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tma	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	1	0	0
tmb	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
tmc	-	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	1	0	0
tmd	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	1	0	0
tme	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tmf	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
tmg	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1	0	0	0.0	0	0	0
tmh	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0	1	0
tmi	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tmj	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	1	0	0	0.0	0	0	0
tmk	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tml	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	1	0	0	0.0	0	0	0
tmm	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tmn	s	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tmo	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	0	0	0
tmq	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	1	0	0
tmr	-	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1	0	0	2.342422680822206	0	0	0
tms	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	0	0	0.0	1	0	0
tmt	s	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	0	0	0
tmu	-	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1	0	0	0.0	1	0	0
